Codigo_INEGI,Muncipio,ID_Grado_academico,Grado_Academico,Poblacion
29026,Santa Cruz Tlaxcala,9,"Normal Studies, and Finished Primary or Middle School",23
29026,Santa Cruz Tlaxcala,10,Normal Bachelor's Degree,125
29026,Santa Cruz Tlaxcala,11,Bachelor's Degree,3192
29026,Santa Cruz Tlaxcala,12,Specialty,35
29026,Santa Cruz Tlaxcala,13,Master Degree,151
29026,Santa Cruz Tlaxcala,14,PhD,28
29026,Santa Cruz Tlaxcala,99,No Specified,24
29027,Tenancingo,0,Undefined,903
29027,Tenancingo,1,Preschool or Kindergarden,644
29027,Tenancingo,2,Primary School,4379
29027,Tenancingo,3,Middle School,3560
29027,Tenancingo,4,High School or General Baccalaureate,1689
29027,Tenancingo,5,Technical Baccalaureate or Normal Basic Education,61
29027,Tenancingo,6,"Technical or Comercial Studies, and Finished Primary School",7
29027,Tenancingo,7,"Technical or Comercial Studies, and Finished Middle School",46
29027,Tenancingo,8,"Technical or Comercial Studies, and Finished High School",39
29027,Tenancingo,9,"Normal Studies, and Finished Primary or Middle School",3
29027,Tenancingo,10,Normal Bachelor's Degree,38
29027,Tenancingo,11,Bachelor's Degree,837
29027,Tenancingo,12,Specialty,10
29027,Tenancingo,13,Master Degree,20
29027,Tenancingo,14,PhD,3
29027,Tenancingo,99,No Specified,59
29028,Teolocholco,0,Undefined,1650
29028,Teolocholco,1,Preschool or Kindergarden,1400
29028,Teolocholco,2,Primary School,6510
29028,Teolocholco,3,Middle School,6780
29028,Teolocholco,4,High School or General Baccalaureate,3957
29028,Teolocholco,5,Technical Baccalaureate or Normal Basic Education,439
29028,Teolocholco,6,"Technical or Comercial Studies, and Finished Primary School",13
29028,Teolocholco,7,"Technical or Comercial Studies, and Finished Middle School",117
29028,Teolocholco,8,"Technical or Comercial Studies, and Finished High School",149
29028,Teolocholco,9,"Normal Studies, and Finished Primary or Middle School",13
29028,Teolocholco,10,Normal Bachelor's Degree,134
29028,Teolocholco,11,Bachelor's Degree,2684
29028,Teolocholco,12,Specialty,19
29028,Teolocholco,13,Master Degree,76
29028,Teolocholco,14,PhD,24
29028,Teolocholco,99,No Specified,31
29029,Tepeyanco,0,Undefined,578
29029,Tepeyanco,1,Preschool or Kindergarden,581
29029,Tepeyanco,2,Primary School,3223
29029,Tepeyanco,3,Middle School,3636
29029,Tepeyanco,4,High School or General Baccalaureate,2246
29029,Tepeyanco,5,Technical Baccalaureate or Normal Basic Education,305
29029,Tepeyanco,6,"Technical or Comercial Studies, and Finished Primary School",17
29029,Tepeyanco,7,"Technical or Comercial Studies, and Finished Middle School",84
29029,Tepeyanco,8,"Technical or Comercial Studies, and Finished High School",201
29029,Tepeyanco,9,"Normal Studies, and Finished Primary or Middle School",12
29029,Tepeyanco,10,Normal Bachelor's Degree,99
29029,Tepeyanco,11,Bachelor's Degree,1643
29029,Tepeyanco,13,Master Degree,86
29029,Tepeyanco,14,PhD,16
29029,Tepeyanco,99,No Specified,33
29030,Terrenate,0,Undefined,1175
29030,Terrenate,1,Preschool or Kindergarden,808
29030,Terrenate,2,Primary School,5086
29030,Terrenate,3,Middle School,4624
29030,Terrenate,4,High School or General Baccalaureate,1744
29030,Terrenate,5,Technical Baccalaureate or Normal Basic Education,242
29030,Terrenate,6,"Technical or Comercial Studies, and Finished Primary School",11
29030,Terrenate,7,"Technical or Comercial Studies, and Finished Middle School",30
29030,Terrenate,8,"Technical or Comercial Studies, and Finished High School",92
29030,Terrenate,9,"Normal Studies, and Finished Primary or Middle School",5
29030,Terrenate,10,Normal Bachelor's Degree,55
29030,Terrenate,11,Bachelor's Degree,518
29030,Terrenate,13,Master Degree,9
29030,Terrenate,99,No Specified,12
29031,Tetla de la Solidaridad,0,Undefined,1737
29031,Tetla de la Solidaridad,1,Preschool or Kindergarden,1666
29031,Tetla de la Solidaridad,2,Primary School,9261
29031,Tetla de la Solidaridad,3,Middle School,10703
29031,Tetla de la Solidaridad,4,High School or General Baccalaureate,5864
29031,Tetla de la Solidaridad,5,Technical Baccalaureate or Normal Basic Education,543
29031,Tetla de la Solidaridad,6,"Technical or Comercial Studies, and Finished Primary School",33
29031,Tetla de la Solidaridad,7,"Technical or Comercial Studies, and Finished Middle School",261
29031,Tetla de la Solidaridad,8,"Technical or Comercial Studies, and Finished High School",137
29031,Tetla de la Solidaridad,9,"Normal Studies, and Finished Primary or Middle School",8
29031,Tetla de la Solidaridad,10,Normal Bachelor's Degree,56
29031,Tetla de la Solidaridad,11,Bachelor's Degree,3163
29031,Tetla de la Solidaridad,12,Specialty,45
29031,Tetla de la Solidaridad,13,Master Degree,143
29031,Tetla de la Solidaridad,14,PhD,9
29031,Tetla de la Solidaridad,99,No Specified,26
29032,Tetlatlahuca,0,Undefined,516
29032,Tetlatlahuca,1,Preschool or Kindergarden,634
29032,Tetlatlahuca,2,Primary School,3734
29032,Tetlatlahuca,3,Middle School,3586
29032,Tetlatlahuca,4,High School or General Baccalaureate,2015
29032,Tetlatlahuca,5,Technical Baccalaureate or Normal Basic Education,385
29032,Tetlatlahuca,6,"Technical or Comercial Studies, and Finished Primary School",23
29032,Tetlatlahuca,7,"Technical or Comercial Studies, and Finished Middle School",64
29032,Tetlatlahuca,8,"Technical or Comercial Studies, and Finished High School",182
29032,Tetlatlahuca,9,"Normal Studies, and Finished Primary or Middle School",72
29032,Tetlatlahuca,10,Normal Bachelor's Degree,182
29032,Tetlatlahuca,11,Bachelor's Degree,1420
29032,Tetlatlahuca,12,Specialty,9
29032,Tetlatlahuca,13,Master Degree,54
29032,Tetlatlahuca,14,PhD,3
29032,Tetlatlahuca,99,No Specified,18
29033,Tlaxcala,0,Undefined,2615
29033,Tlaxcala,1,Preschool or Kindergarden,4562
29033,Tlaxcala,2,Primary School,15669
29033,Tlaxcala,3,Middle School,16395
29033,Tlaxcala,4,High School or General Baccalaureate,16666
29033,Tlaxcala,5,Technical Baccalaureate or Normal Basic Education,1089
29033,Tlaxcala,6,"Technical or Comercial Studies, and Finished Primary School",205
29033,Tlaxcala,7,"Technical or Comercial Studies, and Finished Middle School",1747
29033,Tlaxcala,8,"Technical or Comercial Studies, and Finished High School",2392
29033,Tlaxcala,9,"Normal Studies, and Finished Primary or Middle School",613
29033,Tlaxcala,10,Normal Bachelor's Degree,1050
29033,Tlaxcala,11,Bachelor's Degree,27606
29033,Tlaxcala,12,Specialty,327
29033,Tlaxcala,13,Master Degree,4499
29033,Tlaxcala,14,PhD,537
29033,Tlaxcala,99,No Specified,209
29034,Tlaxco,0,Undefined,3252
29034,Tlaxco,1,Preschool or Kindergarden,2750
29034,Tlaxco,2,Primary School,15252
29034,Tlaxco,3,Middle School,13120
29034,Tlaxco,4,High School or General Baccalaureate,5641
29034,Tlaxco,5,Technical Baccalaureate or Normal Basic Education,244
29034,Tlaxco,6,"Technical or Comercial Studies, and Finished Primary School",15
29034,Tlaxco,7,"Technical or Comercial Studies, and Finished Middle School",198
29034,Tlaxco,8,"Technical or Comercial Studies, and Finished High School",320
29034,Tlaxco,10,Normal Bachelor's Degree,21
29034,Tlaxco,11,Bachelor's Degree,1732
29034,Tlaxco,12,Specialty,21
29034,Tlaxco,13,Master Degree,70
29034,Tlaxco,14,PhD,6
29034,Tlaxco,99,No Specified,35
29035,Tocatlán,0,Undefined,338
29035,Tocatlán,1,Preschool or Kindergarden,296
29035,Tocatlán,2,Primary School,1916
29035,Tocatlán,3,Middle School,1829
29035,Tocatlán,4,High School or General Baccalaureate,594
29035,Tocatlán,5,Technical Baccalaureate or Normal Basic Education,347
29035,Tocatlán,6,"Technical or Comercial Studies, and Finished Primary School",2
29035,Tocatlán,7,"Technical or Comercial Studies, and Finished Middle School",58
29035,Tocatlán,8,"Technical or Comercial Studies, and Finished High School",72
29035,Tocatlán,9,"Normal Studies, and Finished Primary or Middle School",2
29035,Tocatlán,10,Normal Bachelor's Degree,18
29035,Tocatlán,11,Bachelor's Degree,387
29035,Tocatlán,12,Specialty,4
29035,Tocatlán,13,Master Degree,11
29035,Tocatlán,14,PhD,6
29035,Tocatlán,99,No Specified,7
29036,Totolac,0,Undefined,830
29036,Totolac,1,Preschool or Kindergarden,1049
29036,Totolac,2,Primary School,4030
29036,Totolac,3,Middle School,4795
29036,Totolac,4,High School or General Baccalaureate,3558
29036,Totolac,5,Technical Baccalaureate or Normal Basic Education,729
29036,Totolac,6,"Technical or Comercial Studies, and Finished Primary School",22
29036,Totolac,7,"Technical or Comercial Studies, and Finished Middle School",314
29036,Totolac,8,"Technical or Comercial Studies, and Finished High School",191
29036,Totolac,9,"Normal Studies, and Finished Primary or Middle School",139
29036,Totolac,10,Normal Bachelor's Degree,369
29036,Totolac,11,Bachelor's Degree,4936
29036,Totolac,12,Specialty,49
29036,Totolac,13,Master Degree,484
29036,Totolac,14,PhD,63
29036,Totolac,99,No Specified,45
29037,Ziltlaltépec de Trinidad Sánchez Santos,0,Undefined,664
29037,Ziltlaltépec de Trinidad Sánchez Santos,1,Preschool or Kindergarden,496
29037,Ziltlaltépec de Trinidad Sánchez Santos,2,Primary School,3484
29037,Ziltlaltépec de Trinidad Sánchez Santos,3,Middle School,2487
29037,Ziltlaltépec de Trinidad Sánchez Santos,4,High School or General Baccalaureate,1061
29037,Ziltlaltépec de Trinidad Sánchez Santos,5,Technical Baccalaureate or Normal Basic Education,81
29037,Ziltlaltépec de Trinidad Sánchez Santos,7,"Technical or Comercial Studies, and Finished Middle School",19
29037,Ziltlaltépec de Trinidad Sánchez Santos,8,"Technical or Comercial Studies, and Finished High School",38
29037,Ziltlaltépec de Trinidad Sánchez Santos,9,"Normal Studies, and Finished Primary or Middle School",9
29037,Ziltlaltépec de Trinidad Sánchez Santos,10,Normal Bachelor's Degree,26
29037,Ziltlaltépec de Trinidad Sánchez Santos,11,Bachelor's Degree,317
29037,Ziltlaltépec de Trinidad Sánchez Santos,12,Specialty,13
29037,Ziltlaltépec de Trinidad Sánchez Santos,13,Master Degree,14
29037,Ziltlaltépec de Trinidad Sánchez Santos,99,No Specified,14
29038,Tzompantepec,0,Undefined,723
29038,Tzompantepec,1,Preschool or Kindergarden,845
29038,Tzompantepec,2,Primary School,4161
29038,Tzompantepec,3,Middle School,4949
29038,Tzompantepec,4,High School or General Baccalaureate,3023
29038,Tzompantepec,5,Technical Baccalaureate or Normal Basic Education,661
29038,Tzompantepec,6,"Technical or Comercial Studies, and Finished Primary School",37
29038,Tzompantepec,7,"Technical or Comercial Studies, and Finished Middle School",213
29038,Tzompantepec,8,"Technical or Comercial Studies, and Finished High School",211
29038,Tzompantepec,9,"Normal Studies, and Finished Primary or Middle School",17
29038,Tzompantepec,10,Normal Bachelor's Degree,35
29038,Tzompantepec,11,Bachelor's Degree,2078
29038,Tzompantepec,12,Specialty,19
29038,Tzompantepec,13,Master Degree,169
29038,Tzompantepec,14,PhD,33
29038,Tzompantepec,99,No Specified,14
29039,Xaloztoc,0,Undefined,1139
29039,Xaloztoc,1,Preschool or Kindergarden,1288
29039,Xaloztoc,2,Primary School,7363
29039,Xaloztoc,3,Middle School,7546
29039,Xaloztoc,4,High School or General Baccalaureate,3859
29039,Xaloztoc,5,Technical Baccalaureate or Normal Basic Education,703
29039,Xaloztoc,6,"Technical or Comercial Studies, and Finished Primary School",48
29039,Xaloztoc,7,"Technical or Comercial Studies, and Finished Middle School",231
29039,Xaloztoc,8,"Technical or Comercial Studies, and Finished High School",173
29039,Xaloztoc,10,Normal Bachelor's Degree,72
29039,Xaloztoc,11,Bachelor's Degree,1899
29039,Xaloztoc,12,Specialty,12
29039,Xaloztoc,13,Master Degree,37
29039,Xaloztoc,14,PhD,6
29039,Xaloztoc,99,No Specified,27
29040,Xaltocan,0,Undefined,589
29040,Xaltocan,1,Preschool or Kindergarden,464
29040,Xaltocan,2,Primary School,2703
29040,Xaltocan,3,Middle School,3344
29040,Xaltocan,4,High School or General Baccalaureate,1803
29040,Xaltocan,5,Technical Baccalaureate or Normal Basic Education,73
29040,Xaltocan,6,"Technical or Comercial Studies, and Finished Primary School",8
29040,Xaltocan,7,"Technical or Comercial Studies, and Finished Middle School",112
29040,Xaltocan,8,"Technical or Comercial Studies, and Finished High School",87
29040,Xaltocan,10,Normal Bachelor's Degree,22
29040,Xaltocan,11,Bachelor's Degree,836
29040,Xaltocan,13,Master Degree,29
29040,Xaltocan,14,PhD,3
29040,Xaltocan,99,No Specified,11
29041,Papalotla de Xicohténcatl,0,Undefined,1851
29041,Papalotla de Xicohténcatl,1,Preschool or Kindergarden,1521
29041,Papalotla de Xicohténcatl,2,Primary School,8358
29041,Papalotla de Xicohténcatl,3,Middle School,8779
29041,Papalotla de Xicohténcatl,4,High School or General Baccalaureate,5852
29041,Papalotla de Xicohténcatl,5,Technical Baccalaureate or Normal Basic Education,436
29041,Papalotla de Xicohténcatl,6,"Technical or Comercial Studies, and Finished Primary School",26
29041,Papalotla de Xicohténcatl,7,"Technical or Comercial Studies, and Finished Middle School",187
29041,Papalotla de Xicohténcatl,8,"Technical or Comercial Studies, and Finished High School",292
29041,Papalotla de Xicohténcatl,9,"Normal Studies, and Finished Primary or Middle School",57
29041,Papalotla de Xicohténcatl,10,Normal Bachelor's Degree,200
29041,Papalotla de Xicohténcatl,11,Bachelor's Degree,3786
29041,Papalotla de Xicohténcatl,12,Specialty,50
29041,Papalotla de Xicohténcatl,13,Master Degree,204
29041,Papalotla de Xicohténcatl,14,PhD,4
29041,Papalotla de Xicohténcatl,99,No Specified,159
29042,Xicohtzinco,0,Undefined,595
29042,Xicohtzinco,1,Preschool or Kindergarden,694
29042,Xicohtzinco,2,Primary School,3393
29042,Xicohtzinco,3,Middle School,3554
29042,Xicohtzinco,4,High School or General Baccalaureate,2417
29042,Xicohtzinco,5,Technical Baccalaureate or Normal Basic Education,321
29042,Xicohtzinco,6,"Technical or Comercial Studies, and Finished Primary School",18
29042,Xicohtzinco,7,"Technical or Comercial Studies, and Finished Middle School",91
29042,Xicohtzinco,8,"Technical or Comercial Studies, and Finished High School",188
29042,Xicohtzinco,9,"Normal Studies, and Finished Primary or Middle School",24
29042,Xicohtzinco,10,Normal Bachelor's Degree,76
29042,Xicohtzinco,11,Bachelor's Degree,2049
29042,Xicohtzinco,12,Specialty,9
29042,Xicohtzinco,13,Master Degree,111
29042,Xicohtzinco,14,PhD,20
29042,Xicohtzinco,99,No Specified,35
29043,Yauhquemehcan,0,Undefined,1666
29043,Yauhquemehcan,1,Preschool or Kindergarden,1867
29043,Yauhquemehcan,2,Primary School,9034
29043,Yauhquemehcan,3,Middle School,10100
29043,Yauhquemehcan,4,High School or General Baccalaureate,8426
29043,Yauhquemehcan,5,Technical Baccalaureate or Normal Basic Education,733
29043,Yauhquemehcan,6,"Technical or Comercial Studies, and Finished Primary School",225
29043,Yauhquemehcan,7,"Technical or Comercial Studies, and Finished Middle School",515
29043,Yauhquemehcan,8,"Technical or Comercial Studies, and Finished High School",357
29043,Yauhquemehcan,9,"Normal Studies, and Finished Primary or Middle School",26
29043,Yauhquemehcan,10,Normal Bachelor's Degree,312
29043,Yauhquemehcan,11,Bachelor's Degree,6468
29043,Yauhquemehcan,12,Specialty,80
29043,Yauhquemehcan,13,Master Degree,415
29043,Yauhquemehcan,14,PhD,27
29043,Yauhquemehcan,99,No Specified,53
29044,Zacatelco,0,Undefined,2023
29044,Zacatelco,1,Preschool or Kindergarden,2112
29044,Zacatelco,2,Primary School,10916
29044,Zacatelco,3,Middle School,12422
29044,Zacatelco,4,High School or General Baccalaureate,8534
29044,Zacatelco,5,Technical Baccalaureate or Normal Basic Education,409
29044,Zacatelco,6,"Technical or Comercial Studies, and Finished Primary School",120
29044,Zacatelco,7,"Technical or Comercial Studies, and Finished Middle School",329
29044,Zacatelco,8,"Technical or Comercial Studies, and Finished High School",566
29044,Zacatelco,9,"Normal Studies, and Finished Primary or Middle School",13
29044,Zacatelco,10,Normal Bachelor's Degree,112
29044,Zacatelco,11,Bachelor's Degree,5255
29044,Zacatelco,12,Specialty,86
29044,Zacatelco,13,Master Degree,197
29044,Zacatelco,14,PhD,73
29044,Zacatelco,99,No Specified,115
29045,Benito Juárez,0,Undefined,488
29045,Benito Juárez,1,Preschool or Kindergarden,276
29045,Benito Juárez,2,Primary School,1897
29045,Benito Juárez,3,Middle School,2028
29045,Benito Juárez,4,High School or General Baccalaureate,639
29045,Benito Juárez,5,Technical Baccalaureate or Normal Basic Education,133
29045,Benito Juárez,7,"Technical or Comercial Studies, and Finished Middle School",33
29045,Benito Juárez,8,"Technical or Comercial Studies, and Finished High School",44
29045,Benito Juárez,10,Normal Bachelor's Degree,4
29045,Benito Juárez,11,Bachelor's Degree,273
29045,Benito Juárez,12,Specialty,2
29045,Benito Juárez,13,Master Degree,2
29045,Benito Juárez,14,PhD,6
29045,Benito Juárez,99,No Specified,16
29046,Emiliano Zapata,0,Undefined,350
29046,Emiliano Zapata,1,Preschool or Kindergarden,247
29046,Emiliano Zapata,2,Primary School,1686
29046,Emiliano Zapata,3,Middle School,1620
29046,Emiliano Zapata,4,High School or General Baccalaureate,596
29046,Emiliano Zapata,5,Technical Baccalaureate or Normal Basic Education,14
29046,Emiliano Zapata,6,"Technical or Comercial Studies, and Finished Primary School",1
29046,Emiliano Zapata,7,"Technical or Comercial Studies, and Finished Middle School",2
29046,Emiliano Zapata,8,"Technical or Comercial Studies, and Finished High School",9
29046,Emiliano Zapata,10,Normal Bachelor's Degree,7
29046,Emiliano Zapata,11,Bachelor's Degree,133
29046,Emiliano Zapata,12,Specialty,1
29046,Emiliano Zapata,13,Master Degree,1
29046,Emiliano Zapata,14,PhD,2
29046,Emiliano Zapata,99,No Specified,4
29047,Lázaro Cárdenas,0,Undefined,197
29047,Lázaro Cárdenas,1,Preschool or Kindergarden,197
29047,Lázaro Cárdenas,2,Primary School,1060
29047,Lázaro Cárdenas,3,Middle School,1134
29047,Lázaro Cárdenas,4,High School or General Baccalaureate,456
29047,Lázaro Cárdenas,5,Technical Baccalaureate or Normal Basic Education,114
29047,Lázaro Cárdenas,6,"Technical or Comercial Studies, and Finished Primary School",2
29047,Lázaro Cárdenas,7,"Technical or Comercial Studies, and Finished Middle School",10
29047,Lázaro Cárdenas,8,"Technical or Comercial Studies, and Finished High School",21
29047,Lázaro Cárdenas,10,Normal Bachelor's Degree,7
29047,Lázaro Cárdenas,11,Bachelor's Degree,134
29047,Lázaro Cárdenas,12,Specialty,2
29047,Lázaro Cárdenas,13,Master Degree,7
29047,Lázaro Cárdenas,99,No Specified,3
29048,La Magdalena Tlaltelulco,99,No Specified,18158
29049,San Damián Texóloc,0,Undefined,236
29049,San Damián Texóloc,1,Preschool or Kindergarden,246
29049,San Damián Texóloc,2,Primary School,1415
29049,San Damián Texóloc,3,Middle School,1357
29049,San Damián Texóloc,4,High School or General Baccalaureate,1133
29049,San Damián Texóloc,5,Technical Baccalaureate or Normal Basic Education,57
29049,San Damián Texóloc,6,"Technical or Comercial Studies, and Finished Primary School",12
29049,San Damián Texóloc,7,"Technical or Comercial Studies, and Finished Middle School",32
29049,San Damián Texóloc,8,"Technical or Comercial Studies, and Finished High School",48
29049,San Damián Texóloc,9,"Normal Studies, and Finished Primary or Middle School",12
29049,San Damián Texóloc,10,Normal Bachelor's Degree,96
29049,San Damián Texóloc,11,Bachelor's Degree,919
29049,San Damián Texóloc,12,Specialty,4
29049,San Damián Texóloc,13,Master Degree,40
29049,San Damián Texóloc,14,PhD,5
29049,San Damián Texóloc,99,No Specified,8
29050,San Francisco Tetlanohcan,0,Undefined,728
29050,San Francisco Tetlanohcan,1,Preschool or Kindergarden,546
29050,San Francisco Tetlanohcan,2,Primary School,3193
29050,San Francisco Tetlanohcan,3,Middle School,2912
29050,San Francisco Tetlanohcan,4,High School or General Baccalaureate,1453
29050,San Francisco Tetlanohcan,5,Technical Baccalaureate or Normal Basic Education,652
29050,San Francisco Tetlanohcan,6,"Technical or Comercial Studies, and Finished Primary School",4
29050,San Francisco Tetlanohcan,7,"Technical or Comercial Studies, and Finished Middle School",58
29050,San Francisco Tetlanohcan,8,"Technical or Comercial Studies, and Finished High School",50
29050,San Francisco Tetlanohcan,9,"Normal Studies, and Finished Primary or Middle School",8
29050,San Francisco Tetlanohcan,10,Normal Bachelor's Degree,87
29050,San Francisco Tetlanohcan,11,Bachelor's Degree,1416
29050,San Francisco Tetlanohcan,12,Specialty,8
29050,San Francisco Tetlanohcan,13,Master Degree,52
29050,San Francisco Tetlanohcan,14,PhD,6
29050,San Francisco Tetlanohcan,99,No Specified,3
29051,San Jerónimo Zacualpan,0,Undefined,193
29051,San Jerónimo Zacualpan,1,Preschool or Kindergarden,198
29051,San Jerónimo Zacualpan,2,Primary School,1000
29051,San Jerónimo Zacualpan,3,Middle School,926
29051,San Jerónimo Zacualpan,4,High School or General Baccalaureate,649
29051,San Jerónimo Zacualpan,5,Technical Baccalaureate or Normal Basic Education,49
29051,San Jerónimo Zacualpan,6,"Technical or Comercial Studies, and Finished Primary School",10
29051,San Jerónimo Zacualpan,7,"Technical or Comercial Studies, and Finished Middle School",18
29051,San Jerónimo Zacualpan,8,"Technical or Comercial Studies, and Finished High School",27
29051,San Jerónimo Zacualpan,9,"Normal Studies, and Finished Primary or Middle School",28
29051,San Jerónimo Zacualpan,10,Normal Bachelor's Degree,63
29051,San Jerónimo Zacualpan,11,Bachelor's Degree,678
29051,San Jerónimo Zacualpan,12,Specialty,7
29051,San Jerónimo Zacualpan,13,Master Degree,43
29051,San Jerónimo Zacualpan,99,No Specified,8
29052,San José Teacalco,0,Undefined,437
29052,San José Teacalco,1,Preschool or Kindergarden,314
29052,San José Teacalco,2,Primary School,1946
29052,San José Teacalco,3,Middle School,1977
29052,San José Teacalco,4,High School or General Baccalaureate,922
29052,San José Teacalco,5,Technical Baccalaureate or Normal Basic Education,68
29052,San José Teacalco,6,"Technical or Comercial Studies, and Finished Primary School",3
29052,San José Teacalco,7,"Technical or Comercial Studies, and Finished Middle School",33
29052,San José Teacalco,8,"Technical or Comercial Studies, and Finished High School",34
29052,San José Teacalco,10,Normal Bachelor's Degree,7
29052,San José Teacalco,11,Bachelor's Degree,369
29052,San José Teacalco,12,Specialty,5
29052,San José Teacalco,13,Master Degree,7
29052,San José Teacalco,14,PhD,1
29052,San José Teacalco,99,No Specified,16
29053,San Juan Huactzinco,0,Undefined,390
29053,San Juan Huactzinco,1,Preschool or Kindergarden,382
29053,San Juan Huactzinco,2,Primary School,1768
29053,San Juan Huactzinco,3,Middle School,1726
29053,San Juan Huactzinco,4,High School or General Baccalaureate,1280
29053,San Juan Huactzinco,5,Technical Baccalaureate or Normal Basic Education,136
29053,San Juan Huactzinco,7,"Technical or Comercial Studies, and Finished Middle School",47
29053,San Juan Huactzinco,8,"Technical or Comercial Studies, and Finished High School",20
29053,San Juan Huactzinco,9,"Normal Studies, and Finished Primary or Middle School",57
29053,San Juan Huactzinco,10,Normal Bachelor's Degree,183
29053,San Juan Huactzinco,11,Bachelor's Degree,1246
29053,San Juan Huactzinco,12,Specialty,2
29053,San Juan Huactzinco,13,Master Degree,44
29053,San Juan Huactzinco,14,PhD,2
29053,San Juan Huactzinco,99,No Specified,20
29054,San Lorenzo Axocomanitla,0,Undefined,232
29054,San Lorenzo Axocomanitla,1,Preschool or Kindergarden,264
29054,San Lorenzo Axocomanitla,2,Primary School,1403
29054,San Lorenzo Axocomanitla,3,Middle School,1576
29054,San Lorenzo Axocomanitla,4,High School or General Baccalaureate,934
29054,San Lorenzo Axocomanitla,5,Technical Baccalaureate or Normal Basic Education,100
29054,San Lorenzo Axocomanitla,6,"Technical or Comercial Studies, and Finished Primary School",8
29054,San Lorenzo Axocomanitla,7,"Technical or Comercial Studies, and Finished Middle School",44
29054,San Lorenzo Axocomanitla,8,"Technical or Comercial Studies, and Finished High School",82
29054,San Lorenzo Axocomanitla,9,"Normal Studies, and Finished Primary or Middle School",10
29054,San Lorenzo Axocomanitla,10,Normal Bachelor's Degree,34
29054,San Lorenzo Axocomanitla,11,Bachelor's Degree,668
29054,San Lorenzo Axocomanitla,12,Specialty,15
29054,San Lorenzo Axocomanitla,13,Master Degree,35
29054,San Lorenzo Axocomanitla,14,PhD,3
29054,San Lorenzo Axocomanitla,99,No Specified,22
29055,San Lucas Tecopilco,0,Undefined,176
29055,San Lucas Tecopilco,1,Preschool or Kindergarden,163
29055,San Lucas Tecopilco,2,Primary School,814
29055,San Lucas Tecopilco,3,Middle School,878
29055,San Lucas Tecopilco,4,High School or General Baccalaureate,515
29055,San Lucas Tecopilco,5,Technical Baccalaureate or Normal Basic Education,71
29055,San Lucas Tecopilco,6,"Technical or Comercial Studies, and Finished Primary School",1
29055,San Lucas Tecopilco,7,"Technical or Comercial Studies, and Finished Middle School",21
29055,San Lucas Tecopilco,8,"Technical or Comercial Studies, and Finished High School",32
29055,San Lucas Tecopilco,9,"Normal Studies, and Finished Primary or Middle School",1
29055,San Lucas Tecopilco,10,Normal Bachelor's Degree,7
29055,San Lucas Tecopilco,11,Bachelor's Degree,246
29055,San Lucas Tecopilco,12,Specialty,2
29055,San Lucas Tecopilco,13,Master Degree,8
29055,San Lucas Tecopilco,14,PhD,5
29055,San Lucas Tecopilco,99,No Specified,2
29056,Santa Ana Nopalucan,0,Undefined,334
29056,Santa Ana Nopalucan,1,Preschool or Kindergarden,410
29056,Santa Ana Nopalucan,2,Primary School,2037
29056,Santa Ana Nopalucan,3,Middle School,2189
29056,Santa Ana Nopalucan,4,High School or General Baccalaureate,1089
29056,Santa Ana Nopalucan,5,Technical Baccalaureate or Normal Basic Education,118
29056,Santa Ana Nopalucan,6,"Technical or Comercial Studies, and Finished Primary School",14
29056,Santa Ana Nopalucan,7,"Technical or Comercial Studies, and Finished Middle School",23
29056,Santa Ana Nopalucan,8,"Technical or Comercial Studies, and Finished High School",41
29056,Santa Ana Nopalucan,9,"Normal Studies, and Finished Primary or Middle School",55
29056,Santa Ana Nopalucan,10,Normal Bachelor's Degree,121
29056,Santa Ana Nopalucan,11,Bachelor's Degree,1118
29056,Santa Ana Nopalucan,12,Specialty,5
29056,Santa Ana Nopalucan,13,Master Degree,28
29056,Santa Ana Nopalucan,14,PhD,6
29056,Santa Ana Nopalucan,99,No Specified,39
29057,Santa Apolonia Teacalco,0,Undefined,207
29057,Santa Apolonia Teacalco,1,Preschool or Kindergarden,248
29057,Santa Apolonia Teacalco,2,Primary School,1082
29057,Santa Apolonia Teacalco,3,Middle School,1062
29057,Santa Apolonia Teacalco,4,High School or General Baccalaureate,767
29057,Santa Apolonia Teacalco,5,Technical Baccalaureate or Normal Basic Education,78
29057,Santa Apolonia Teacalco,6,"Technical or Comercial Studies, and Finished Primary School",4
29057,Santa Apolonia Teacalco,7,"Technical or Comercial Studies, and Finished Middle School",16
29057,Santa Apolonia Teacalco,8,"Technical or Comercial Studies, and Finished High School",39
29057,Santa Apolonia Teacalco,9,"Normal Studies, and Finished Primary or Middle School",54
29057,Santa Apolonia Teacalco,10,Normal Bachelor's Degree,131
29057,Santa Apolonia Teacalco,11,Bachelor's Degree,689
29057,Santa Apolonia Teacalco,12,Specialty,3
29057,Santa Apolonia Teacalco,13,Master Degree,17
29057,Santa Apolonia Teacalco,14,PhD,5
29057,Santa Apolonia Teacalco,99,No Specified,18
29058,Santa Catarina Ayometla,0,Undefined,518
29058,Santa Catarina Ayometla,1,Preschool or Kindergarden,442
29058,Santa Catarina Ayometla,2,Primary School,2627
29058,Santa Catarina Ayometla,3,Middle School,2607
29058,Santa Catarina Ayometla,4,High School or General Baccalaureate,1500
29058,Santa Catarina Ayometla,5,Technical Baccalaureate or Normal Basic Education,150
29058,Santa Catarina Ayometla,6,"Technical or Comercial Studies, and Finished Primary School",11
