Codigo_INEGI,Muncipio,ID_Grado_academico,Grado_Academico,Poblacion
20106,San Antonio Acutla,0,Undefined,24
20106,San Antonio Acutla,1,Preschool or Kindergarden,18
20106,San Antonio Acutla,2,Primary School,122
20106,San Antonio Acutla,3,Middle School,36
20106,San Antonio Acutla,4,High School or General Baccalaureate,27
20106,San Antonio Acutla,5,Technical Baccalaureate or Normal Basic Education,3
20106,San Antonio Acutla,11,Bachelor's Degree,14
20107,San Antonio de la Cal,0,Undefined,1595
20107,San Antonio de la Cal,1,Preschool or Kindergarden,1480
20107,San Antonio de la Cal,2,Primary School,7165
20107,San Antonio de la Cal,3,Middle School,5851
20107,San Antonio de la Cal,4,High School or General Baccalaureate,4210
20107,San Antonio de la Cal,5,Technical Baccalaureate or Normal Basic Education,299
20107,San Antonio de la Cal,6,"Technical or Comercial Studies, and Finished Primary School",23
20107,San Antonio de la Cal,7,"Technical or Comercial Studies, and Finished Middle School",166
20107,San Antonio de la Cal,8,"Technical or Comercial Studies, and Finished High School",98
20107,San Antonio de la Cal,9,"Normal Studies, and Finished Primary or Middle School",37
20107,San Antonio de la Cal,10,Normal Bachelor's Degree,115
20107,San Antonio de la Cal,11,Bachelor's Degree,3663
20107,San Antonio de la Cal,12,Specialty,41
20107,San Antonio de la Cal,13,Master Degree,167
20107,San Antonio de la Cal,14,PhD,7
20107,San Antonio de la Cal,99,No Specified,35
20108,San Antonio Huitepec,0,Undefined,197
20108,San Antonio Huitepec,1,Preschool or Kindergarden,178
20108,San Antonio Huitepec,2,Primary School,1157
20108,San Antonio Huitepec,3,Middle School,700
20108,San Antonio Huitepec,4,High School or General Baccalaureate,304
20108,San Antonio Huitepec,5,Technical Baccalaureate or Normal Basic Education,3
20108,San Antonio Huitepec,6,"Technical or Comercial Studies, and Finished Primary School",1
20108,San Antonio Huitepec,8,"Technical or Comercial Studies, and Finished High School",4
20108,San Antonio Huitepec,9,"Normal Studies, and Finished Primary or Middle School",3
20108,San Antonio Huitepec,10,Normal Bachelor's Degree,34
20108,San Antonio Huitepec,11,Bachelor's Degree,95
20108,San Antonio Huitepec,12,Specialty,2
20108,San Antonio Huitepec,13,Master Degree,7
20108,San Antonio Huitepec,14,PhD,1
20108,San Antonio Huitepec,99,No Specified,1
20109,San Antonio Nanahuatípam,0,Undefined,60
20109,San Antonio Nanahuatípam,1,Preschool or Kindergarden,67
20109,San Antonio Nanahuatípam,2,Primary School,382
20109,San Antonio Nanahuatípam,3,Middle School,290
20109,San Antonio Nanahuatípam,4,High School or General Baccalaureate,183
20109,San Antonio Nanahuatípam,5,Technical Baccalaureate or Normal Basic Education,6
20109,San Antonio Nanahuatípam,6,"Technical or Comercial Studies, and Finished Primary School",1
20109,San Antonio Nanahuatípam,7,"Technical or Comercial Studies, and Finished Middle School",5
20109,San Antonio Nanahuatípam,8,"Technical or Comercial Studies, and Finished High School",8
20109,San Antonio Nanahuatípam,9,"Normal Studies, and Finished Primary or Middle School",1
20109,San Antonio Nanahuatípam,10,Normal Bachelor's Degree,10
20109,San Antonio Nanahuatípam,11,Bachelor's Degree,137
20109,San Antonio Nanahuatípam,13,Master Degree,4
20109,San Antonio Nanahuatípam,99,No Specified,1
20110,San Antonio Sinicahua,0,Undefined,198
20110,San Antonio Sinicahua,1,Preschool or Kindergarden,117
20110,San Antonio Sinicahua,2,Primary School,624
20110,San Antonio Sinicahua,3,Middle School,383
20110,San Antonio Sinicahua,4,High School or General Baccalaureate,175
20110,San Antonio Sinicahua,5,Technical Baccalaureate or Normal Basic Education,11
20110,San Antonio Sinicahua,6,"Technical or Comercial Studies, and Finished Primary School",1
20110,San Antonio Sinicahua,10,Normal Bachelor's Degree,2
20110,San Antonio Sinicahua,11,Bachelor's Degree,11
20110,San Antonio Sinicahua,13,Master Degree,1
20110,San Antonio Sinicahua,99,No Specified,1
20111,San Antonio Tepetlapa,0,Undefined,663
20111,San Antonio Tepetlapa,1,Preschool or Kindergarden,374
20111,San Antonio Tepetlapa,2,Primary School,1647
20111,San Antonio Tepetlapa,3,Middle School,1197
20111,San Antonio Tepetlapa,4,High School or General Baccalaureate,545
20111,San Antonio Tepetlapa,5,Technical Baccalaureate or Normal Basic Education,25
20111,San Antonio Tepetlapa,9,"Normal Studies, and Finished Primary or Middle School",6
20111,San Antonio Tepetlapa,10,Normal Bachelor's Degree,14
20111,San Antonio Tepetlapa,11,Bachelor's Degree,73
20111,San Antonio Tepetlapa,12,Specialty,2
20111,San Antonio Tepetlapa,99,No Specified,17
20112,San Baltazar Chichicápam,0,Undefined,451
20112,San Baltazar Chichicápam,1,Preschool or Kindergarden,97
20112,San Baltazar Chichicápam,2,Primary School,789
20112,San Baltazar Chichicápam,3,Middle School,583
20112,San Baltazar Chichicápam,4,High School or General Baccalaureate,380
20112,San Baltazar Chichicápam,5,Technical Baccalaureate or Normal Basic Education,3
20112,San Baltazar Chichicápam,6,"Technical or Comercial Studies, and Finished Primary School",1
20112,San Baltazar Chichicápam,7,"Technical or Comercial Studies, and Finished Middle School",3
20112,San Baltazar Chichicápam,8,"Technical or Comercial Studies, and Finished High School",3
20112,San Baltazar Chichicápam,9,"Normal Studies, and Finished Primary or Middle School",1
20112,San Baltazar Chichicápam,10,Normal Bachelor's Degree,20
20112,San Baltazar Chichicápam,11,Bachelor's Degree,166
20112,San Baltazar Chichicápam,13,Master Degree,1
20112,San Baltazar Chichicápam,99,No Specified,4
20113,San Baltazar Loxicha,0,Undefined,223
20113,San Baltazar Loxicha,1,Preschool or Kindergarden,214
20113,San Baltazar Loxicha,2,Primary School,1575
20113,San Baltazar Loxicha,3,Middle School,624
20113,San Baltazar Loxicha,4,High School or General Baccalaureate,176
20113,San Baltazar Loxicha,5,Technical Baccalaureate or Normal Basic Education,118
20113,San Baltazar Loxicha,8,"Technical or Comercial Studies, and Finished High School",1
20113,San Baltazar Loxicha,10,Normal Bachelor's Degree,3
20113,San Baltazar Loxicha,11,Bachelor's Degree,39
20113,San Baltazar Loxicha,12,Specialty,6
20113,San Baltazar Loxicha,99,No Specified,2
20114,San Baltazar Yatzachi el Bajo,0,Undefined,65
20114,San Baltazar Yatzachi el Bajo,1,Preschool or Kindergarden,33
20114,San Baltazar Yatzachi el Bajo,2,Primary School,323
20114,San Baltazar Yatzachi el Bajo,3,Middle School,132
20114,San Baltazar Yatzachi el Bajo,4,High School or General Baccalaureate,53
20114,San Baltazar Yatzachi el Bajo,5,Technical Baccalaureate or Normal Basic Education,2
20114,San Baltazar Yatzachi el Bajo,6,"Technical or Comercial Studies, and Finished Primary School",2
20114,San Baltazar Yatzachi el Bajo,7,"Technical or Comercial Studies, and Finished Middle School",1
20114,San Baltazar Yatzachi el Bajo,9,"Normal Studies, and Finished Primary or Middle School",4
20114,San Baltazar Yatzachi el Bajo,10,Normal Bachelor's Degree,4
20114,San Baltazar Yatzachi el Bajo,11,Bachelor's Degree,21
20114,San Baltazar Yatzachi el Bajo,13,Master Degree,3
20114,San Baltazar Yatzachi el Bajo,99,No Specified,2
20115,San Bartolo Coyotepec,0,Undefined,484
20115,San Bartolo Coyotepec,1,Preschool or Kindergarden,505
20115,San Bartolo Coyotepec,2,Primary School,2413
20115,San Bartolo Coyotepec,3,Middle School,2144
20115,San Bartolo Coyotepec,4,High School or General Baccalaureate,1757
20115,San Bartolo Coyotepec,5,Technical Baccalaureate or Normal Basic Education,135
20115,San Bartolo Coyotepec,6,"Technical or Comercial Studies, and Finished Primary School",8
20115,San Bartolo Coyotepec,7,"Technical or Comercial Studies, and Finished Middle School",35
20115,San Bartolo Coyotepec,8,"Technical or Comercial Studies, and Finished High School",120
20115,San Bartolo Coyotepec,9,"Normal Studies, and Finished Primary or Middle School",4
20115,San Bartolo Coyotepec,10,Normal Bachelor's Degree,54
20115,San Bartolo Coyotepec,11,Bachelor's Degree,1863
20115,San Bartolo Coyotepec,12,Specialty,32
20115,San Bartolo Coyotepec,13,Master Degree,101
20115,San Bartolo Coyotepec,14,PhD,7
20115,San Bartolo Coyotepec,99,No Specified,2
20116,San Bartolomé Ayautla,0,Undefined,963
20116,San Bartolomé Ayautla,1,Preschool or Kindergarden,383
20116,San Bartolomé Ayautla,2,Primary School,1481
20116,San Bartolomé Ayautla,3,Middle School,664
20116,San Bartolomé Ayautla,4,High School or General Baccalaureate,340
20116,San Bartolomé Ayautla,5,Technical Baccalaureate or Normal Basic Education,1
20116,San Bartolomé Ayautla,7,"Technical or Comercial Studies, and Finished Middle School",2
20116,San Bartolomé Ayautla,8,"Technical or Comercial Studies, and Finished High School",4
20116,San Bartolomé Ayautla,10,Normal Bachelor's Degree,4
20116,San Bartolomé Ayautla,11,Bachelor's Degree,51
20116,San Bartolomé Ayautla,13,Master Degree,4
20116,San Bartolomé Ayautla,14,PhD,1
20116,San Bartolomé Ayautla,99,No Specified,3
20117,San Bartolomé Loxicha,0,Undefined,289
20117,San Bartolomé Loxicha,1,Preschool or Kindergarden,151
20117,San Bartolomé Loxicha,2,Primary School,929
20117,San Bartolomé Loxicha,3,Middle School,435
20117,San Bartolomé Loxicha,4,High School or General Baccalaureate,265
20117,San Bartolomé Loxicha,8,"Technical or Comercial Studies, and Finished High School",1
20117,San Bartolomé Loxicha,9,"Normal Studies, and Finished Primary or Middle School",1
20117,San Bartolomé Loxicha,10,Normal Bachelor's Degree,5
20117,San Bartolomé Loxicha,11,Bachelor's Degree,19
20117,San Bartolomé Loxicha,99,No Specified,2
20118,San Bartolomé Quialana,0,Undefined,259
20118,San Bartolomé Quialana,1,Preschool or Kindergarden,136
20118,San Bartolomé Quialana,2,Primary School,1418
20118,San Bartolomé Quialana,3,Middle School,339
20118,San Bartolomé Quialana,4,High School or General Baccalaureate,110
20118,San Bartolomé Quialana,6,"Technical or Comercial Studies, and Finished Primary School",1
20118,San Bartolomé Quialana,7,"Technical or Comercial Studies, and Finished Middle School",1
20118,San Bartolomé Quialana,8,"Technical or Comercial Studies, and Finished High School",2
20118,San Bartolomé Quialana,10,Normal Bachelor's Degree,2
20118,San Bartolomé Quialana,11,Bachelor's Degree,39
20118,San Bartolomé Quialana,12,Specialty,3
20118,San Bartolomé Quialana,13,Master Degree,3
20118,San Bartolomé Quialana,99,No Specified,4
20119,San Bartolomé Yucuañe,0,Undefined,66
20119,San Bartolomé Yucuañe,1,Preschool or Kindergarden,28
20119,San Bartolomé Yucuañe,2,Primary School,242
20119,San Bartolomé Yucuañe,3,Middle School,238
20119,San Bartolomé Yucuañe,4,High School or General Baccalaureate,83
20119,San Bartolomé Yucuañe,5,Technical Baccalaureate or Normal Basic Education,3
20119,San Bartolomé Yucuañe,7,"Technical or Comercial Studies, and Finished Middle School",2
20119,San Bartolomé Yucuañe,9,"Normal Studies, and Finished Primary or Middle School",6
20119,San Bartolomé Yucuañe,10,Normal Bachelor's Degree,4
20119,San Bartolomé Yucuañe,11,Bachelor's Degree,39
20119,San Bartolomé Yucuañe,13,Master Degree,1
20119,San Bartolomé Yucuañe,99,No Specified,3
20120,San Bartolomé Zoogocho,0,Undefined,29
20120,San Bartolomé Zoogocho,1,Preschool or Kindergarden,19
20120,San Bartolomé Zoogocho,2,Primary School,152
20120,San Bartolomé Zoogocho,3,Middle School,47
20120,San Bartolomé Zoogocho,4,High School or General Baccalaureate,34
20120,San Bartolomé Zoogocho,7,"Technical or Comercial Studies, and Finished Middle School",1
